gtin,category
5.20E+12,readymade
8.00E+12,readymade
8.00E+12,readymade
8.00E+12,readymade
5.20E+12,readymade
5.03E+12,readymade
5.20E+12,readymade
5.03E+12,readymade
5.00E+12,readymade
5.03E+12,readymade
5.03E+12,readymade
5.20E+12,readymade
5.20E+12,readymade
3.10E+12,readymade
5.01E+12,readymade
5.01E+12,readymade
5.03E+12,readymade
5.20E+12,readymade
5.03E+12,readymade
50362325,readymade
5.03E+12,readymade
5.01E+12,readymade
5.01E+12,readymade
5.20E+12,readymade
5.20E+12,readymade
50362066,readymade
5.20E+12,readymade
8.00E+12,readymade
5.03E+12,readymade
5.03E+12,readymade
5.03E+12,readymade
5.03E+12,readymade
5.03E+12,readymade
5.03E+12,readymade
3238462,readymade
3238455,readymade
5.03E+12,readymade
5.06E+12,readymade
5.00E+12,readymade
5.06E+12,readymade
5.20E+12,readymade
5.20E+12,readymade
5.20E+12,readymade
5.20E+12,readymade
5.20E+12,readymade
5.20E+12,readymade
5.20E+12,readymade
5.20E+12,readymade
5.20E+12,readymade
5.20E+12,readymade
5.20E+12,readymade
5.20E+12,readymade
5.20E+12,readymade
5.03E+12,readymade
5.03E+12,readymade
5.01E+12,readymade
5.20E+12,readymade
8.72E+12,readymade
5.20E+12,readymade
5.20E+12,readymade
5.00E+12,readymade
5.20E+12,readymade
5.20E+12,readymade
5.21E+12,readymade
5.20E+12,readymade
50362172,readymade
5.20E+12,readymade
5.01E+12,readymade
5.01E+12,readymade
5.01E+12,readymade
5.01E+12,readymade
5.01E+12,readymade
5.01E+12,readymade
5.01E+12,readymade
5.20E+12,readymade
5.20E+12,readymade
5.00E+12,readymade
8.00E+12,readymade
5.00E+12,readymade
5.03E+12,readymade
5.03E+12,readymade
5.01E+12,fruit_veg
5.01E+12,fruit_veg
5.01E+12,fruit_veg
5.01E+12,fruit_veg
5.01E+12,readymade
5.01E+12,readymade
5.01E+12,readymade
5.02E+12,readymade
5.02E+12,readymade
5.03E+12,readymade
5.05E+12,readymade
5.05E+12,readymade
5.05E+12,readymade
5.05E+12,readymade
5.05E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.39E+12,readymade
5.05E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.03E+12,readymade
5.05E+12,readymade
5.06E+12,readymade
5.05E+12,readymade
5.02E+12,readymade
5.39E+12,readymade
5.01E+12,readymade
5.01E+12,readymade
5.05E+12,readymade
5.06E+12,readymade
5.05E+12,readymade
5.10E+12,readymade
8.89E+12,readymade
5.00E+12,readymade
5.02E+12,readymade
5.39E+12,readymade
5.05E+12,readymade
5.06E+12,readymade
5.02E+12,readymade
5.06E+12,readymade
5.10E+12,readymade
5.06E+12,readymade
5.05E+12,readymade
5.05E+12,readymade
5.01E+12,readymade
5.06E+12,readymade
5.05E+12,readymade
5.05E+12,readymade
5.00E+12,readymade
5.06E+12,readymade
5.05E+12,readymade
5.05E+12,readymade
5.05E+12,readymade
5.05E+12,readymade
5.10E+12,readymade
5.01E+12,readymade
5.01E+12,readymade
5.01E+12,readymade
5.39E+12,readymade
5.01E+12,readymade
5.05E+12,readymade
5.05E+12,readymade
5.02E+12,readymade
5.05E+12,readymade
5.05E+12,readymade
5.00E+12,readymade
5.05E+12,readymade
5.05E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.05E+12,readymade
5.05E+12,readymade
5.05E+12,readymade
5.05E+12,readymade
5.39E+12,readymade
5.05E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.05E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
8.89E+12,readymade
8.89E+12,readymade
8.89E+12,readymade
5.06E+12,readymade
5.39E+12,readymade
5.39E+12,readymade
5.05E+12,readymade
5.06E+12,readymade
5.01E+12,readymade
5.02E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.05E+12,readymade
5.05E+12,readymade
5.05E+12,readymade
5.05E+12,readymade
5.05E+12,readymade
5.05E+12,readymade
5.05E+12,readymade
5.05E+12,readymade
5.05E+12,readymade
5.05E+12,readymade
5.02E+12,readymade
5.01E+12,readymade
5.01E+12,readymade
5.05E+12,readymade
5.05E+12,readymade
5.05E+12,readymade
5.05E+12,readymade
5.05E+12,readymade
5.05E+12,readymade
5.05E+12,readymade
5.01E+12,beer
5.39E+12,beer
5.39E+12,beer
5.00E+12,beer
5.01E+12,beer
5.06E+12,beer
5.01E+12,sweets
5.01E+12,sweets
5.01E+12,sweets
5.01E+12,dairy
5.03E+12,dairy
5.01E+12,dairy
5.01E+12,dairy
5.01E+12,dairy
5.01E+12,dairy
5.03E+12,dairy
5.03E+12,dairy
5.01E+12,dairy
5.01E+12,dairy
5.01E+12,dairy
5.01E+12,dairy
5.01E+12,dairy
5.01E+12,dairy
5.03E+12,dairy
5.03E+12,dairy
5.03E+12,dairy
5.06E+12,dairy
5.01E+12,dairy
5.01E+12,sweets
5.01E+12,sweets
5.03E+12,sweets
5.01E+12,sweets
5.01E+12,sweets
5.01E+12,sauces
5.01E+12,sauces
5.01E+12,sauces
5.01E+12,sauces
5.01E+12,sauces
5.01E+12,sauces
5.01E+12,sauces
5.02E+12,sauces
5.02E+12,sauces
5.02E+12,sauces
5.02E+12,sauces
5.02E+12,sauces
5.02E+12,sauces
5.03E+12,sauces
6.15E+12,sauces
5.02E+12,sauces
5.01E+12,sauces
5.01E+12,sauces
6.81E+11,sauces
5.01E+12,sauces
5.02E+12,sauces
5.01E+12,sauces
5.01E+12,sauces
5.01E+12,sauces
7.94E+11,sauces
5.02E+12,sauces
5.01E+12,sauces
5.02E+12,sauces
15414541315,sauces
5.01E+12,sauces
5.02E+12,sauces
5.02E+12,sauces
5.03E+12,sauces
5.03E+12,sauces
8.07E+11,sauces
5.03E+12,sauces
5.03E+12,sauces
5.01E+12,sauces
5.01E+12,sauces
5.01E+12,sauces
5.03E+12,sauces
5.03E+12,sauces
7.34E+11,sauces
5.01E+12,sauces
5.02E+12,sauces
5.02E+12,sauces
5.02E+12,sauces
5.02E+12,sauces
5.02E+12,sauces
5.02E+12,sauces
5.01E+12,sauces
5.01E+12,sauces
5.01E+12,sauces
5.01E+12,sauces
5.01E+12,sauces
5.01E+12,sauces
5.01E+12,sauces
5.01E+12,sauces
5.01E+12,sauces
5.01E+12,sauces
5.02E+12,sauces
5.02E+12,sauces
5.02E+12,sauces
5.01E+12,sweets
5.01E+12,sweets
5.01E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.06E+12,sweets
5.06E+12,sweets
5.06E+12,sweets
5.06E+12,sweets
5.06E+12,sweets
5.06E+12,sweets
5.10E+12,sweets
5.10E+12,sweets
5.10E+12,sweets
5.10E+12,sweets
5.39E+12,sweets
5.39E+12,sweets
5.39E+12,sweets
5.39E+12,sweets
8.00E+12,sweets
5.05E+12,sweets
5.01E+12,sweets
5.02E+12,sweets
5.10E+12,sweets
5.01E+12,sweets
5.02E+12,sweets
5.05E+12,sweets
5.02E+12,sweets
5.01E+12,sweets
5.06E+12,sweets
5.02E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.10E+12,sweets
5.05E+12,sweets
5.02E+12,sweets
5.39E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.01E+12,sweets
5.02E+12,sweets
5.10E+12,sweets
5.10E+12,sweets
5.05E+12,sweets
5.01E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
5.10E+12,sweets
5.01E+12,sweets
5.06E+12,sweets
5.05E+12,sweets
7.62E+12,sweets
5.06E+12,sweets
5.01E+12,sweets
5.39E+12,sweets
5.05E+12,sweets
5.02E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.01E+12,sweets
5.10E+12,sweets
5.05E+12,sweets
7.62E+12,sweets
5.06E+12,sweets
5.06E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.02E+12,sweets
5.05E+12,sweets
5.01E+12,sweets
5.02E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
7.62E+12,sweets
5.01E+12,sweets
5.01E+12,sweets
5.01E+12,sweets
5.05E+12,sweets
5.01E+12,sweets
5.01E+12,sweets
7.62E+12,sweets
5.39E+12,sweets
5.39E+12,sweets
5.01E+12,sweets
5.01E+12,sweets
5.01E+12,sweets
5.10E+12,sweets
5.01E+12,sweets
5.02E+12,sweets
5.05E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.39E+12,sweets
5.39E+12,sweets
5.10E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.02E+12,sweets
5.10E+12,sweets
5.06E+12,sweets
5.41E+12,sweets
5.10E+12,sweets
5.10E+12,sweets
5.10E+12,sweets
5.10E+12,sweets
5.10E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
5.01E+12,sweets
5.06E+12,sweets
5.06E+12,sweets
5.06E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.02E+12,sweets
5.39E+12,sweets
5.06E+12,sweets
5.02E+12,sweets
5.06E+12,sweets
5.41E+12,sweets
5.01E+12,sweets
5.39E+12,sweets
5.05E+12,sweets
5.01E+12,sweets
5.05E+12,sweets
5.03E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.01E+12,beer
5.02E+12,beer
5.03E+12,beer
5.03E+12,beer
5.03E+12,beer
5.03E+12,beer
5.03E+12,beer
5.04E+12,beer
5.06E+12,beer
5.06E+12,beer
5.06E+12,beer
5.06E+12,beer
5.06E+12,beer
5.06E+12,beer
5.06E+12,beer
5.06E+12,beer
5.39E+12,beer
5.06E+12,beer
5.03E+12,beer
5.01E+12,beer
5.01E+12,beer
5.06E+12,beer
5.05E+12,beer
5.02E+12,beer
5.01E+12,beer
5.01E+12,beer
5.01E+12,beer
5.06E+12,beer
5.06E+12,beer
5.01E+12,beer
5.06E+12,beer
5.01E+12,beer
5.02E+12,beer
5.03E+12,beer
5.06E+12,beer
5.01E+12,beer
5.01E+12,beer
5.06E+12,beer
5.06E+12,beer
5.39E+12,beer
5.02E+12,beer
5.05E+12,beer
5.01E+12,beer
5.06E+12,beer
5.03E+12,beer
5.01E+12,beer
5.06E+12,beer
5.06E+12,beer
5.06E+12,beer
5.06E+12,beer
5.06E+12,beer
5.06E+12,beer
5.06E+12,beer
5.06E+12,beer
5.06E+12,beer
5.03E+12,beer
5.02E+12,beer
5.03E+12,beer
5.01E+12,beer
5.01E+12,beer
5.01E+12,beer
8.02E+12,beer
5.03E+12,beer
5.03E+12,beer
5.06E+12,beer
5.06E+12,beer
5.06E+12,beer
5.01E+12,beer
5.05E+12,beer
5.05E+12,beer
5.05E+12,beer
5.01E+12,beer
5.05E+12,beer
8.41E+11,beer
5.03E+12,beer
5.05E+12,beer
5.06E+12,beer
5.39E+12,beer
5.01E+12,beer
5.03E+12,beer
5.03E+12,beer
5.07E+12,beer
5.06E+12,beer
5.01E+12,beer
5.01E+12,beer
5.02E+12,beer
5.03E+12,beer
5.06E+12,beer
5.06E+12,beer
5.06E+12,beer
5.04E+12,beer
5.01E+12,beer
5.39E+12,beer
5.01E+12,beer
5.06E+12,beer
5.06E+12,beer
5.03E+12,beer
5.06E+12,beer
5.06E+12,beer
5.03E+12,beer
5.06E+12,beer
5.03E+12,beer
5.01E+12,beer
5.39E+12,beer
5.06E+12,beer
5.39E+12,beer
5.05E+12,beer
5.05E+12,beer
5.06E+12,beer
5.04E+12,beer
5.06E+12,beer
5.03E+12,beer
5.03E+12,beer
5.01E+12,beer
5.39E+12,beer
5.06E+12,beer
5.03E+12,beer
5.06E+12,beer
5.03E+12,beer
5.03E+12,beer
5.01E+12,beer
5.39E+12,beer
5.01E+12,fish
5.02E+12,fish
5.39E+12,fish
5.01E+12,fish
5.05E+12,fish
5.00E+12,fish
5.05E+12,fish
5.00E+12,fish
5.05E+12,fish
5.00E+12,fish
5.39E+12,fish
5.00E+12,fish
5.01E+12,fish
5.00E+12,fish
5.00E+12,fish
5.00E+12,fish
5.39E+12,fish
5.00E+12,fish
5.02E+12,fish
5.02E+12,fish
5.01E+12,sweets
5.01E+12,sweets
5.03E+12,sweets
5.01E+12,sweets
5.05E+12,sweets
5.01E+12,sweets
5.06E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.06E+12,sweets
5.06E+12,sweets
5.06E+12,sweets
5.06E+12,sweets
5.06E+12,sweets
5.06E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.03E+12,sweets
8421461998,sweets
5.01E+12,sweets
5.01E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.03E+12,sweets
5.01E+12,sweets
5.01E+12,sweets
5.01E+12,sweets
5.01E+12,sweets
5.01E+12,sweets
5.01E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
5.03E+12,sweets
5.03E+12,sweets
5.03E+12,sweets
5.06E+12,sweets
5.10E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
5.01E+12,sweets
5.02E+12,sweets
5.03E+12,sweets
5.10E+12,sweets
5.01E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
5.01E+12,sweets
5.01E+12,sweets
5.01E+12,sweets
5.01E+12,sweets
5.01E+12,sweets
5.01E+12,sweets
5.01E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
5.01E+12,sweets
5.03E+12,sweets
5.01E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
5.01E+12,sweets
5.02E+12,sweets
5.01E+12,sweets
5.01E+12,sweets
5.01E+12,sweets
5.01E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
5.03E+12,sweets
5.01E+12,sweets
5.01E+12,sweets
5.01E+12,sweets
5.01E+12,sweets
5.01E+12,sweets
5.02E+12,sweets
5.01E+12,sweets
5.01E+12,sweets
5.03E+12,sweets
5.01E+12,sweets
5.01E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
5.01E+12,sweets
5.02E+12,sweets
5.01E+12,sweets
5.01E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
5.06E+12,sweets
5.02E+12,sweets
5.03E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
5.01E+12,sweets
5.02E+12,sweets
5.01E+12,sweets
5.01E+12,sweets
5.01E+12,sweets
5.01E+12,sweets
5.01E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
5.06E+12,sweets
5.06E+12,sweets
5.03E+12,sweets
5.03E+12,sweets
5.03E+12,sweets
5.03E+12,sweets
5.03E+12,sweets
5.03E+12,sweets
5.03E+12,sweets
5.03E+12,sweets
5.03E+12,sweets
5.03E+12,sweets
5.03E+12,sweets
5.03E+12,sweets
5.03E+12,sweets
5.03E+12,sweets
5.03E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
5.03E+12,sweets
5.03E+12,sweets
5.03E+12,sweets
5.03E+12,sweets
5.03E+12,sweets
5.03E+12,sweets
5.03E+12,sweets
5.01E+12,sweets
5.10E+12,sweets
5.10E+12,sweets
5.10E+12,sweets
5.10E+12,sweets
5.10E+12,sweets
5.10E+12,sweets
5.10E+12,sweets
5.10E+12,sweets
5.39E+12,sweets
5.01E+12,fruit_veg
5.01E+12,fruit_veg
5.02E+12,fruit_veg
5.03E+12,fruit_veg
5.03E+12,fruit_veg
5.03E+12,fruit_veg
5.03E+12,fruit_veg
5.05E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.03E+12,fruit_veg
5.01E+12,fruit_veg
5.05E+12,fruit_veg
5.01E+12,fruit_veg
8.01E+12,fruit_veg
5.03E+12,fruit_veg
5.03E+12,fruit_veg
5.03E+12,fruit_veg
5.03E+12,fruit_veg
5.03E+12,fruit_veg
5.03E+12,fruit_veg
5.03E+12,fruit_veg
5.06E+12,fruit_veg
8.01E+12,fruit_veg
5.05E+12,fruit_veg
5.02E+12,fruit_veg
5.06E+12,fruit_veg
5.01E+12,fruit_veg
5.03E+12,fruit_veg
5.03E+12,fruit_veg
5.03E+12,fruit_veg
5.03E+12,fruit_veg
5.03E+12,fruit_veg
5.01E+12,fruit_veg
5.01E+12,fruit_veg
5.03E+12,fruit_veg
5.03E+12,fruit_veg
5.03E+12,fruit_veg
8.89E+11,fruit_veg
5.06E+12,fruit_veg
5.01E+12,fruit_veg
5.06E+12,fruit_veg
5.03E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.03E+12,fruit_veg
5.03E+12,fruit_veg
5.05E+12,fruit_veg
5.01E+12,fruit_veg
5.01E+12,fruit_veg
5.01E+12,fruit_veg
5.01E+12,fruit_veg
5.01E+12,fruit_veg
5.02E+12,fruit_veg
5.05E+12,fruit_veg
5.05E+12,fruit_veg
5.05E+12,fruit_veg
5.03E+12,fruit_veg
5.05E+12,fruit_veg
5.05E+12,fruit_veg
5.05E+12,fruit_veg
5.05E+12,fruit_veg
5.03E+12,fruit_veg
5.05E+12,fruit_veg
8.01E+12,fruit_veg
5.03E+12,fruit_veg
5.03E+12,fruit_veg
5.03E+12,fruit_veg
5.01E+12,fruit_veg
5.03E+12,fruit_veg
5.03E+12,fruit_veg
5.01E+12,fruit_veg
5.03E+12,fruit_veg
5.03E+12,fruit_veg
5.03E+12,fruit_veg
5.03E+12,fruit_veg
5.03E+12,fruit_veg
5.03E+12,fruit_veg
5.03E+12,fruit_veg
5.03E+12,fruit_veg
5.03E+12,fruit_veg
5.03E+12,fruit_veg
5.06E+12,fruit_veg
5.03E+12,fruit_veg
5.03E+12,fruit_veg
5.01E+12,fruit_veg
5.03E+12,fruit_veg
5.03E+12,fruit_veg
5.06E+12,fruit_veg
5.03E+12,fruit_veg
5.02E+12,fruit_veg
5.03E+12,fruit_veg
5.05E+12,fruit_veg
5.05E+12,fruit_veg
5.05E+12,fruit_veg
5.01E+12,grains
5.02E+12,grains
5.01E+12,grains
5.06E+12,grains
5.06E+12,grains
5.01E+12,grains
5.01E+12,grains
5.01E+12,grains
5.01E+12,grains
5.01E+12,grains
5.01E+12,grains
5.02E+12,grains
5.02E+12,grains
5.02E+12,grains
5.05E+12,grains
8.90E+12,grains
5.02E+12,grains
7.79E+11,grains
5.01E+12,grains
5.02E+12,grains
5.02E+12,grains
5.02E+12,grains
5.03E+12,grains
5.01E+12,grains
5.02E+12,grains
5.05E+12,grains
5.05E+12,grains
5.02E+12,grains
5.02E+12,grains
5.02E+12,grains
5.01E+12,grains
5.02E+12,grains
5.05E+12,grains
5.05E+12,grains
5.05E+12,grains
5.05E+12,grains
5.01E+12,grains
5.01E+12,grains
5.01E+12,grains
5.01E+12,grains
5.01E+12,grains
5.01E+12,grains
5.01E+12,grains
5.05E+12,grains
5.02E+12,grains
8.90E+12,grains
8.90E+12,grains
5.02E+12,grains
5.02E+12,grains
5.02E+12,grains
8.90E+12,grains
5.02E+12,grains
5.02E+12,grains
5.02E+12,grains
5.01E+12,grains
5.01E+12,grains
5.02E+12,grains
5.02E+12,grains
5.02E+12,grains
8.90E+12,grains
7.79E+11,grains
5.02E+12,grains
5.02E+12,grains
7.79E+11,grains
5.01E+12,grains
8.91E+12,grains
5.01E+12,grains
5.01E+12,grains
8.91E+12,grains
5.01E+12,grains
5.01E+12,grains
5.01E+12,grains
5.03E+12,grains
8.91E+12,grains
5.01E+12,fats_oils
5.01E+12,fats_oils
5.02E+12,fats_oils
5.02E+12,fats_oils
5.05E+12,fats_oils
6.00E+12,fats_oils
8.90E+12,fats_oils
5.01E+12,fats_oils
5.01E+12,fats_oils
5.01E+12,fats_oils
5.01E+12,fats_oils
5.05E+12,fats_oils
5.01E+12,fats_oils
5.01E+12,fats_oils
5.06E+12,fats_oils
8.89E+12,fats_oils
5.01E+12,fats_oils
5.06E+12,fats_oils
5.01E+12,fats_oils
5.01E+12,fats_oils
5.05E+12,fats_oils
5.05E+12,fats_oils
5.05E+12,fats_oils
5.05E+12,fats_oils
5.05E+12,fats_oils
5.05E+12,fats_oils
5.05E+12,fats_oils
5.01E+12,fats_oils
5.01E+12,fats_oils
5.01E+12,fats_oils
5.02E+12,fats_oils
5.05E+12,fats_oils
5.02E+12,fats_oils
5.02E+12,fats_oils
5.02E+12,fats_oils
5.01E+12,fats_oils
5.01E+12,fats_oils
5.01E+12,fats_oils
5.01E+12,fats_oils
5.01E+12,fats_oils
5.01E+12,fats_oils
5.02E+12,fats_oils
5.01E+12,fats_oils
5.01E+12,fats_oils
5.01E+12,fats_oils
5.01E+12,fats_oils
5.01E+12,fats_oils
5.01E+12,fats_oils
5.01E+12,fats_oils
5.01E+12,fats_oils
5.01E+12,fats_oils
5.02E+12,fats_oils
5.01E+12,fruit_veg
5.06E+12,fruit_veg
5.02E+12,fruit_veg
5.01E+12,fruit_veg
5.02E+12,fruit_veg
7.62E+12,fruit_veg
5.00E+12,fruit_veg
5.02E+12,fruit_veg
5.02E+12,fruit_veg
5.01E+12,readymade
5.02E+12,readymade
5.02E+12,readymade
5.02E+12,readymade
5.02E+12,readymade
5.02E+12,readymade
5.02E+12,readymade
5.04E+12,readymade
5.05E+12,readymade
5.06E+12,readymade
5.39E+12,readymade
5.02E+12,readymade
5.02E+12,readymade
5.39E+12,readymade
5.01E+12,readymade
5.02E+12,readymade
5.03E+12,readymade
5.02E+12,readymade
5.02E+12,readymade
5.01E+12,readymade
5.02E+12,readymade
5.02E+12,readymade
5.02E+12,readymade
5.02E+12,readymade
5.02E+12,readymade
5.02E+12,readymade
5.05E+12,readymade
5.02E+12,readymade
5.39E+12,readymade
5.02E+12,readymade
5.05E+12,readymade
5.02E+12,readymade
5.01E+12,readymade
5.04E+12,readymade
5.02E+12,readymade
5.02E+12,readymade
5.02E+12,readymade
5.02E+12,readymade
5.01E+12,readymade
5.06E+12,readymade
5.02E+12,readymade
5.02E+12,readymade
5.39E+12,readymade
5.39E+12,readymade
5.39E+12,readymade
5.02E+12,readymade
5.04E+12,readymade
5.04E+12,readymade
5.02E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.03E+12,readymade
5.03E+12,readymade
5.05E+12,readymade
5.05E+12,readymade
5.05E+12,readymade
5.05E+12,readymade
5.05E+12,readymade
5.05E+12,readymade
5.05E+12,readymade
5.01E+12,readymade
5.02E+12,readymade
5.01E+12,readymade
5.02E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.01E+12,readymade
5.02E+12,readymade
5.39E+12,readymade
5.39E+12,readymade
5.02E+12,readymade
5.02E+12,readymade
5.02E+12,readymade
5.02E+12,readymade
5.39E+12,readymade
5.39E+12,readymade
5.39E+12,readymade
5.02E+12,readymade
5.02E+12,readymade
5.02E+12,readymade
5.02E+12,readymade
5.02E+12,readymade
5.02E+12,readymade
5.02E+12,readymade
5.02E+12,readymade
5.01E+12,fruit_veg
50409402,fruit_veg
7.29E+12,fruit_veg
17034018581,fruit_veg
50409334,fruit_veg
7.29E+12,fruit_veg
17034016419,fruit_veg
17034018536,fruit_veg
7.10E+11,fruit_veg
50409112,fruit_veg
7.10E+11,fruit_veg
50409013,fruit_veg
5.01E+12,fats_oils
5.05E+12,fats_oils
5.10E+12,fats_oils
5.04E+12,fats_oils
5.04E+12,fats_oils
5.04E+12,fats_oils
5.04E+12,fats_oils
5.03E+12,fats_oils
5.01E+12,sauces
5.01E+12,sauces
5.02E+12,sauces
5.03E+12,sauces
5.03E+12,sauces
5.06E+12,sauces
5.06E+12,sauces
5.06E+12,sauces
9.31E+12,sauces
9.31E+12,sauces
5.01E+12,sauces
5.06E+12,sauces
5.06E+12,sauces
5.01E+12,sauces
5.01E+12,sauces
5.05E+12,sauces
9.31E+12,sauces
5.01E+12,sauces
5.05E+12,sauces
5.01E+12,sauces
9.31E+12,sauces
50726844,sauces
5.01E+12,sauces
5.01E+12,sauces
5.05E+12,sauces
9.31E+12,sauces
5.01E+12,sauces
5.05E+12,sauces
5.03E+12,sauces
5.05E+12,sauces
5.03E+12,sauces
5.01E+12,sauces
5.01E+12,sauces
5.01E+12,sauces
5.05E+12,sauces
5.01E+12,sauces
5.01E+12,sauces
5.01E+12,sauces
5.06E+12,sauces
5.06E+12,sauces
6.19E+12,sauces
5.03E+12,sauces
5.03E+12,sauces
5.01E+12,sauces
5.04E+12,sauces
5.28E+12,sauces
5.05E+12,sauces
5.05E+12,sauces
5.05E+12,sauces
5.05E+12,sauces
5.01E+12,sauces
5.01E+12,sauces
9.31E+12,sauces
5.06E+12,sauces
5.06E+12,sauces
5.06E+12,sauces
5.05E+12,sauces
5.05E+12,sauces
5.05E+12,sauces
5.01E+12,sauces
5.01E+12,sauces
5.06E+12,sauces
5.05E+12,sauces
5.01E+12,sauces
5.01E+12,sauces
9.31E+12,sauces
9.31E+12,sauces
9.31E+12,sauces
9.31E+12,sauces
9.31E+12,sauces
9.31E+12,sauces
5.03E+12,sauces
8.71E+12,sauces
5.06E+12,sauces
5.06E+12,sauces
5.06E+12,sauces
5.05E+12,sauces
5.01E+12,sauces
3235591,sauces
5.04E+12,sauces
5.01E+12,sauces
5.01E+12,sauces
5.01E+12,poultry
5.05E+12,poultry
5.05E+12,poultry
5.05E+12,poultry
5.39E+12,poultry
5.39E+12,poultry
5.39E+12,poultry
5.01E+12,poultry
5.05E+12,poultry
5.39E+12,poultry
5.06E+12,poultry
5.39E+12,poultry
5.05E+12,poultry
5.39E+12,poultry
5.02E+12,poultry
5.02E+12,poultry
5.01E+12,poultry
5.01E+12,poultry
8.89E+12,poultry
5.02E+12,poultry
5.01E+12,poultry
5.01E+12,poultry
5.02E+12,poultry
5.02E+12,poultry
5.01E+12,poultry
5.06E+12,poultry
5.05E+12,poultry
5.05E+12,poultry
5.05E+12,poultry
5.05E+12,poultry
5.05E+12,poultry
5.05E+12,poultry
5.05E+12,poultry
5.06E+12,poultry
5.01E+12,meat_red
5.41E+12,meat_red
7.29E+12,meat_red
7.29E+12,meat_red
7.29E+12,meat_red
7.29E+12,meat_red
6.05E+11,meat_red
5.01E+12,meat_red
7.29E+12,meat_red
7.29E+12,meat_red
6.05E+11,meat_red
6.05E+11,meat_red
5.01E+12,meat_red
7.29E+12,meat_red
7.29E+12,meat_red
7.29E+12,meat_red
5.01E+12,meat_red
5.01E+12,meat_red
5.01E+12,meat_red
5.01E+12,meat_red
7.29E+12,meat_red
7.29E+12,meat_red
5.01E+12,meat_red
5.01E+12,meat_red
5.01E+12,meat_red
5.01E+12,meat_red
5.01E+12,meat_red
5.01E+12,meat_red
